u_p u_o u_r i_mA adc_uo adc_ur dac_val r
0.000000 1.132258 1.132258 9.435484 351 351 140 120
0.000000 1.138710 1.138710 9.489247 353 353 141 120
0.000000 1.148387 1.148387 9.569893 356 356 142 120
0.000000 1.154839 1.154839 9.623656 358 358 143 120
0.000000 1.164516 1.164516 9.704301 361 361 144 120
0.000000 1.170968 1.170968 9.758064 363 363 145 120
0.000000 1.180645 1.180645 9.838710 366 366 146 120
-0.003226 1.187097 1.190323 9.919355 368 369 147 120
0.000000 1.196774 1.196774 9.973119 371 371 148 120
0.000000 1.206452 1.206452 10.053764 374 374 149 120
0.000000 1.212903 1.212903 10.107528 376 376 150 120
0.000000 1.219355 1.219355 10.161291 378 378 151 120
-0.003226 1.225806 1.229032 10.241936 380 381 152 120
0.000000 1.235484 1.235484 10.295699 383 383 153 120
0.000000 1.245161 1.245161 10.376345 386 386 154 120
0.000000 1.254839 1.254839 10.456989 389 389 155 120
0.000000 1.261290 1.261290 10.510753 391 391 156 120
0.000000 1.270968 1.270968 10.591398 394 394 157 120
0.000000 1.277419 1.277419 10.645162 396 396 158 120
-0.003226 1.283871 1.287097 10.725806 398 399 159 120
0.000000 1.293548 1.293548 10.779570 401 401 160 120
0.003226 1.303226 1.300000 10.833333 404 403 161 120
0.000000 1.309677 1.309677 10.913979 406 406 162 120
0.000000 1.319355 1.319355 10.994624 409 409 163 120
0.000000 1.325806 1.325806 11.048388 411 411 164 120
0.000000 1.335484 1.335484 11.129033 414 414 165 120
0.000000 1.341936 1.341936 11.182796 416 416 166 120
0.000000 1.348387 1.348387 11.236560 418 418 167 120
0.000000 1.358065 1.358065 11.317204 421 421 168 120
0.000000 1.367742 1.367742 11.397850 424 424 169 120
0.000000 1.374194 1.374194 11.451613 426 426 170 120
0.000000 1.383871 1.383871 11.532258 429 429 171 120
0.000000 1.393548 1.393548 11.612904 432 432 172 120
0.000000 1.400000 1.400000 11.666667 434 434 173 120
0.000000 1.406452 1.406452 11.720430 436 436 174 120
0.000000 1.416129 1.416129 11.801075 439 439 175 120
0.000000 1.422581 1.422581 11.854838 441 441 176 120
0.000000 1.432258 1.432258 11.935484 444 444 177 120
-0.003226 1.438710 1.441936 12.016129 446 447 178 120
0.000000 1.448387 1.448387 12.069893 449 449 179 120
0.000000 1.458065 1.458065 12.150538 452 452 180 120
0.000000 1.464516 1.464516 12.204302 454 454 181 120
0.000000 1.470968 1.470968 12.258065 456 456 182 120
0.000000 1.480645 1.480645 12.338710 459 459 183 120
0.000000 1.487097 1.487097 12.392473 461 461 184 120
0.003226 1.496774 1.493548 12.446237 464 463 185 120
0.000000 1.503226 1.503226 12.526882 466 466 186 120
0.000000 1.512903 1.512903 12.607527 469 469 187 120
0.003226 1.522581 1.519355 12.661290 472 471 188 120
0.000000 1.529032 1.529032 12.741936 474 474 189 120
0.003226 1.538710 1.535484 12.795699 477 476 190 120
0.003226 1.545161 1.541935 12.849463 479 478 191 120
0.003226 1.551613 1.548387 12.903226 481 480 192 120
0.003226 1.561290 1.558064 12.983871 484 483 193 120
0.006452 1.570968 1.564516 13.037635 487 485 194 120
0.006452 1.577419 1.570968 13.091398 489 487 195 120
0.006452 1.587097 1.580645 13.172044 492 490 196 120
0.006452 1.593548 1.587097 13.225807 494 492 197 120
0.009677 1.603226 1.593548 13.279571 497 494 198 120
0.012903 1.609677 1.596774 13.306452 499 495 199 120
0.012903 1.616129 1.603226 13.360215 501 497 200 120
0.016129 1.625806 1.609677 13.413979 504 499 201 120
0.019355 1.635484 1.616129 13.467742 507 501 202 120
0.019355 1.641935 1.622581 13.521505 509 503 203 120
0.022581 1.651613 1.629032 13.575269 512 505 204 120
0.025806 1.658064 1.632258 13.602151 514 506 205 120
0.029032 1.667742 1.638710 13.655914 517 508 206 120
0.032258 1.674194 1.641935 13.682796 519 509 207 120
0.032258 1.680645 1.648387 13.736559 521 511 208 120
0.038710 1.690323 1.651613 13.763441 524 512 209 120
0.041936 1.696774 1.654839 13.790322 526 513 210 120
0.045161 1.706452 1.661290 13.844086 529 515 211 120
0.051613 1.716129 1.664516 13.870968 532 516 212 120
0.054839 1.722581 1.667742 13.897849 534 517 213 120
0.061290 1.732258 1.670968 13.924731 537 518 214 120
0.064516 1.738710 1.674194 13.951612 539 519 215 120
0.067742 1.745161 1.677419 13.978495 541 520 216 120
0.070968 1.754839 1.683871 14.032258 544 522 217 120
0.074194 1.761290 1.687097 14.059139 546 523 218 120
0.080645 1.770968 1.690323 14.086022 549 524 219 120
0.087097 1.780645 1.693548 14.112904 552 525 220 120
0.090322 1.787097 1.696774 14.139786 554 526 221 120
0.096774 1.796774 1.700000 14.166667 557 527 222 120
0.103226 1.803226 1.700000 14.166667 559 527 223 120
0.106452 1.809677 1.703226 14.193549 561 528 224 120
0.112903 1.819355 1.706452 14.220430 564 529 225 120
0.119355 1.829032 1.709677 14.247313 567 530 226 120
0.122581 1.835484 1.712903 14.274194 569 531 227 120
0.129032 1.845161 1.716129 14.301076 572 532 228 120
0.138710 1.854839 1.716129 14.301076 575 532 229 120
0.141935 1.861290 1.719355 14.327957 577 533 230 120
0.145161 1.867742 1.722581 14.354839 579 534 231 120
0.151613 1.874194 1.722581 14.354839 581 534 232 120
0.158064 1.883871 1.725806 14.381721 584 535 233 120
0.164516 1.893548 1.729032 14.408603 587 536 234 120
0.167742 1.900000 1.732258 14.435484 589 537 235 120
0.177419 1.909677 1.732258 14.435484 592 537 236 120
0.183871 1.919355 1.735484 14.462366 595 538 237 120
0.187097 1.925806 1.738710 14.489247 597 539 238 120
0.196774 1.935484 1.738710 14.489247 600 539 239 120
0.200000 1.941936 1.741935 14.516129 602 540 240 120
0.206452 1.951613 1.745161 14.543011 605 541 241 120
0.212903 1.958065 1.745161 14.543011 607 541 242 120
0.219355 1.967742 1.748387 14.569893 610 542 243 120
0.229032 1.977419 1.748387 14.569893 613 542 244 120
0.232258 1.983871 1.751613 14.596774 615 543 245 120
0.235484 1.990323 1.754839 14.623656 617 544 246 120
0.245161 2.000000 1.754839 14.623656 620 544 247 120
0.251613 2.006452 1.754839 14.623656 622 544 248 120
0.254839 2.012903 1.758065 14.650537 624 545 249 120
0.261290 2.022581 1.761290 14.677420 627 546 250 120
0.270968 2.032258 1.761290 14.677420 630 546 251 120
0.274194 2.038710 1.764516 14.704301 632 547 252 120
0.283871 2.048387 1.764516 14.704301 635 547 253 120
0.287097 2.054839 1.767742 14.731183 637 548 254 120
0.296774 2.064516 1.767742 14.731183 640 548 255 120
